Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term(months),Default_Status(Yes/No)
CUST02459,33,111679,62233,379,180,Yes
CUST02460,50,40303,129245,508,72,Yes
CUST02461,54,117349,439707,725,24,No
CUST02462,36,57507,17947,634,240,No
CUST02463,39,126990,475491,683,120,No
CUST02464,36,183031,21335,464,72,Yes
CUST02465,27,174986,18387,408,240,Yes
CUST02466,38,153902,380268,820,240,No
CUST02467,31,119310,440540,333,360,Yes
CUST02468,64,59341,204800,380,24,Yes
CUST02469,32,168216,268976,728,180,No
CUST02470,51,33482,323296,783,360,Yes
CUST02471,51,156402,236220,624,60,No
CUST02472,54,96825,482662,549,72,Yes
CUST02473,33,114886,126053,766,72,No
CUST02474,25,83188,238312,719,72,Yes
CUST02475,53,152551,45078,670,360,No
CUST02476,32,137694,417249,728,48,No
CUST02477,70,52841,490342,850,48,No
CUST02478,44,196712,311580,441,240,Yes
CUST02479,36,109540,169544,420,24,Yes
CUST02480,50,58901,306996,806,360,No
CUST02481,30,67163,464488,764,12,Yes
CUST02482,44,89042,406347,781,24,Yes
CUST02483,20,133094,17546,470,24,Yes
CUST02484,51,121741,479092,732,72,Yes
CUST02485,62,165998,131581,600,24,No
CUST02486,70,108248,315104,410,12,Yes
CUST02487,22,113050,240350,718,360,No
CUST02488,45,95835,402232,788,36,No
CUST02489,64,174549,485427,821,24,No
CUST02490,18,175596,315928,678,360,No
CUST02491,42,104000,234945,480,180,Yes
CUST02492,64,174161,151433,399,48,Yes
CUST02493,39,32658,300767,830,180,Yes
CUST02494,55,153228,447533,736,60,No
CUST02495,38,66770,80076,342,48,Yes
CUST02496,35,170768,466155,621,24,No
CUST02497,28,51077,155912,580,120,Yes
CUST02498,46,78624,469177,473,60,Yes
CUST02499,34,178903,400034,408,48,Yes
CUST02500,60,93040,78926,398,48,No
CUST02501,50,64263,19339,340,180,No
CUST02502,30,21747,261044,326,72,Yes
CUST02503,31,93882,498777,736,120,No
CUST02504,47,97317,486293,412,24,Yes
CUST02505,46,133315,263607,569,24,No
CUST02506,35,195299,66059,662,24,No
CUST02507,32,39490,176502,460,180,Yes
CUST02508,39,92380,242745,825,360,No
CUST02509,63,102525,472807,339,84,Yes
CUST02510,24,156654,171475,494,180,No
CUST02511,58,29341,337659,308,48,Yes
CUST02512,26,173706,202241,525,360,Yes
CUST02513,48,59697,259021,491,120,Yes
CUST02514,36,54548,109109,390,180,Yes
CUST02515,64,76148,6676,744,24,No
CUST02516,57,74669,377239,482,12,Yes
CUST02517,44,88963,326586,689,360,No
CUST02518,58,111410,258877,843,360,No
CUST02519,37,80789,463772,599,360,Yes
CUST02520,49,148508,422724,701,240,No
CUST02521,48,97441,55611,524,24,No
CUST02522,66,95306,224988,757,72,No
CUST02523,45,50361,97376,775,72,No
CUST02524,40,124356,374528,431,120,Yes
CUST02525,69,148234,320127,721,360,No
CUST02526,36,90234,271069,520,84,Yes
CUST02527,21,167392,409644,630,60,No
CUST02528,44,122597,429165,752,84,Yes
CUST02529,21,90337,259544,524,72,Yes
CUST02530,58,31961,166748,758,84,Yes
CUST02531,32,170078,464078,470,180,Yes
CUST02532,31,183915,62837,637,36,No
CUST02533,19,25535,425695,688,24,Yes
CUST02534,67,107369,483270,661,180,Yes
CUST02535,21,155960,115343,670,180,No
CUST02536,28,160430,212369,534,60,No
CUST02537,41,106901,221738,520,180,Yes
CUST02538,64,85196,497837,313,12,Yes
CUST02539,19,158033,58750,813,84,No
CUST02540,20,61142,153420,608,12,No
CUST02541,67,84830,22709,578,24,No
CUST02542,42,191776,215108,434,60,No
CUST02543,22,39369,269508,725,12,Yes
CUST02544,18,162002,322127,455,24,No
CUST02545,68,122530,106860,619,72,No
CUST02546,65,26142,163415,580,120,Yes
CUST02547,30,46130,143553,782,84,Yes
CUST02548,23,78262,218034,585,120,Yes
CUST02549,36,159776,270600,550,84,Yes
CUST02550,49,123191,200421,410,120,Yes
CUST02551,19,124162,409333,537,120,Yes
CUST02552,41,144991,300254,411,360,Yes
CUST02553,37,107145,80377,385,24,No
CUST02554,31,148401,316117,555,24,Yes
CUST02555,27,125695,328217,784,180,No
CUST02556,54,80930,35897,805,60,No
CUST02557,65,108570,442425,454,12,Yes
CUST02558,38,168193,318907,716,12,No
CUST02559,31,167432,421649,800,180,No
CUST02560,59,81797,173735,772,120,No
CUST02561,65,41347,487990,407,84,Yes
CUST02562,62,40317,201967,430,12,Yes
CUST02563,28,156298,397245,424,36,Yes
CUST02564,30,134714,460999,416,12,Yes
CUST02565,45,149809,94507,837,120,No
CUST02566,53,129614,214403,309,60,Yes
CUST02567,36,197388,147138,835,72,No
CUST02568,41,167799,345902,469,36,Yes
CUST02569,36,157167,364149,509,240,Yes
CUST02570,63,117321,277304,557,120,Yes
CUST02571,47,75212,495839,638,36,Yes
CUST02572,63,144222,10149,625,84,No
CUST02573,48,37576,7937,619,48,No
CUST02574,24,160963,245435,638,24,Yes
CUST02575,47,175832,87026,368,72,No
CUST02576,32,110428,334683,314,48,Yes
CUST02577,35,94498,435311,736,240,No
CUST02578,41,183709,407123,712,60,No
CUST02579,59,192849,111214,379,240,Yes
CUST02580,64,76738,151793,482,60,No
CUST02581,26,156922,312923,692,72,No
CUST02582,55,178538,150352,784,48,No
CUST02583,68,80773,118478,393,240,Yes
CUST02584,28,144640,463549,300,72,Yes
CUST02585,22,33681,76814,823,120,Yes
CUST02586,48,105744,163627,812,24,No
CUST02587,43,118909,410756,694,120,Yes
CUST02588,51,103092,283232,380,240,Yes
CUST02589,31,63546,337277,584,36,Yes
CUST02590,45,166928,236550,801,60,No
CUST02591,53,134141,346884,656,36,Yes
CUST02592,41,142178,409092,654,84,No
CUST02593,53,70065,205517,683,36,No
CUST02594,18,71337,236777,669,180,Yes
CUST02595,55,101367,177203,396,72,No
CUST02596,50,23406,323124,579,12,Yes
CUST02597,59,92076,341422,790,84,Yes
CUST02598,62,86332,148746,358,240,No
CUST02599,63,143419,323529,765,120,No
CUST02600,65,189750,398523,406,12,Yes
CUST02601,41,27559,326346,456,36,Yes
CUST02602,26,41711,224976,422,12,Yes
CUST02603,46,187111,377554,363,72,Yes
CUST02604,24,162628,150478,498,360,No
CUST02605,19,107206,443972,624,36,No
CUST02606,55,116011,275711,314,360,Yes
CUST02607,43,129151,444204,362,24,Yes
CUST02608,30,151471,82339,573,24,Yes
CUST02609,20,92227,324044,503,180,Yes
CUST02610,44,65342,338080,303,60,Yes
CUST02611,35,166947,188859,420,72,Yes
CUST02612,62,42569,301846,774,24,Yes
CUST02613,23,67841,387494,388,36,Yes
CUST02614,38,174966,333531,320,36,No
CUST02615,31,187233,201361,771,24,No
CUST02616,33,100683,443990,495,36,Yes
CUST02617,37,33981,203867,593,36,Yes
CUST02618,35,56811,301243,623,84,Yes
CUST02619,30,91512,468244,504,36,Yes
CUST02620,36,87988,370721,750,60,Yes
CUST02621,40,171701,195638,657,360,No
CUST02622,58,64688,24257,694,36,No
CUST02623,31,133732,186886,595,48,Yes
CUST02624,50,164601,440084,575,24,Yes
CUST02625,50,75239,140378,523,120,Yes
CUST02626,25,155536,350155,490,120,Yes
CUST02627,26,142485,312663,630,72,No
CUST02628,60,174243,477527,334,72,Yes
CUST02629,62,47423,335024,667,12,Yes
CUST02630,48,107742,181513,402,36,No
CUST02631,37,62662,249759,490,12,Yes
CUST02632,46,181641,244308,745,84,No
CUST02633,33,86210,384255,682,240,Yes
CUST02634,61,125159,162377,341,48,No
CUST02635,50,48273,225717,736,60,No
CUST02636,43,175471,19971,467,180,Yes
CUST02637,37,176460,370759,836,48,No
CUST02638,54,56581,73100,641,12,No
CUST02639,37,57083,425211,654,120,Yes
CUST02640,47,20221,350300,451,48,Yes
CUST02641,29,98979,166232,382,36,Yes
CUST02642,31,134438,52273,550,36,No
CUST02643,67,118109,7592,788,36,No
CUST02644,48,164134,365073,703,48,No
CUST02645,60,118642,440865,774,48,No
CUST02646,24,121600,72372,625,36,No
CUST02647,38,94237,434806,734,240,Yes
CUST02648,22,110929,261014,327,48,Yes
CUST02649,56,66703,407571,540,72,Yes
CUST02650,41,109089,267907,301,240,Yes
CUST02651,56,124380,484506,379,360,Yes
CUST02652,32,56196,267117,492,12,Yes
CUST02653,31,99151,233275,395,72,Yes
CUST02654,42,191453,99306,735,36,No
CUST02655,42,197018,435584,792,12,No
CUST02656,44,67059,90743,707,360,No
CUST02657,24,141876,427696,384,72,Yes
CUST02658,61,46582,348864,714,12,Yes
CUST02659,26,170649,270798,693,360,No
CUST02660,49,191394,356375,711,84,No
CUST02661,37,131406,140606,418,240,No
CUST02662,46,151612,200467,784,72,No
CUST02663,41,49274,416825,483,84,Yes
CUST02664,52,120524,461295,381,36,Yes
CUST02665,18,108372,494777,564,48,Yes
CUST02666,50,181092,386487,765,84,Yes
CUST02667,36,30444,68727,801,120,Yes
CUST02668,56,199932,198617,558,84,Yes
CUST02669,36,26168,289556,573,36,Yes
CUST02670,36,113555,223659,317,120,Yes
CUST02671,58,29336,317359,414,72,Yes
CUST02672,64,29597,283537,705,48,Yes
CUST02673,29,42032,285486,396,36,Yes
CUST02674,64,57917,336832,805,84,No
CUST02675,40,140070,366230,549,180,Yes
CUST02676,54,140171,26307,378,72,Yes
CUST02677,27,179738,384485,403,84,Yes
CUST02678,50,40647,182090,609,84,Yes
CUST02679,29,87333,383323,381,84,Yes
CUST02680,25,70238,304313,567,60,Yes
CUST02681,57,154752,287673,549,12,Yes
CUST02682,48,76415,403835,747,60,No
CUST02683,67,68683,150151,813,360,Yes
CUST02684,43,67516,360576,591,60,Yes
CUST02685,18,126740,113599,319,84,No
CUST02686,35,90006,247452,625,24,No
CUST02687,19,105094,120897,365,240,Yes
CUST02688,63,179728,438573,771,240,No
CUST02689,56,106180,288879,698,120,No
CUST02690,18,109902,183570,627,72,No
CUST02691,27,141096,452928,810,48,No
CUST02692,28,196419,209504,561,84,Yes
CUST02693,54,40606,336027,798,180,No
CUST02694,23,74408,397173,842,72,Yes
CUST02695,66,102663,241715,778,12,No
CUST02696,55,63708,332294,660,240,Yes
CUST02697,66,26136,398943,590,180,Yes
CUST02698,65,148648,128060,684,180,No
CUST02699,56,52373,55845,705,48,No
CUST02700,25,169617,156702,482,36,No
CUST02701,65,125150,293395,718,72,No
CUST02702,44,177089,151213,627,72,No
CUST02703,60,185969,404378,625,180,No
CUST02704,43,79008,455393,713,120,No
CUST02705,36,137822,87296,481,84,Yes
CUST02706,52,107570,404997,775,360,Yes
CUST02707,24,120493,309169,728,84,No
CUST02708,58,27612,329469,529,36,Yes
CUST02709,57,182508,268906,382,240,No
CUST02710,44,25985,175404,555,36,Yes
CUST02711,54,183969,252418,393,72,Yes
CUST02712,56,191472,209125,823,48,No
CUST02713,28,140001,198495,545,36,Yes
CUST02714,63,72372,174200,435,60,Yes
CUST02715,22,28097,113531,772,120,Yes
CUST02716,33,199220,321276,754,48,No
CUST02717,47,151128,341267,413,240,Yes
CUST02718,39,61750,133378,773,24,Yes
CUST02719,20,198788,359876,716,180,No
CUST02720,42,38445,415539,727,60,Yes
CUST02721,63,160860,68429,846,12,No
CUST02722,70,35672,158597,707,12,Yes
CUST02723,41,124708,380717,823,360,No
CUST02724,45,52520,59328,449,60,No
CUST02725,55,49303,383532,473,72,Yes
CUST02726,44,192107,183171,445,48,No
CUST02727,31,89339,55921,637,360,No
CUST02728,47,148863,399528,550,60,Yes
CUST02729,39,97409,366336,755,72,No
CUST02730,62,87612,302916,581,240,Yes
CUST02731,20,56705,82607,834,60,Yes
CUST02732,41,167728,195171,598,60,No
CUST02733,28,168803,337343,612,120,No
CUST02734,61,97300,85971,431,36,No
CUST02735,42,87451,338846,533,12,Yes
CUST02736,31,172890,163836,451,240,Yes
CUST02737,41,153324,395834,829,84,No
CUST02738,28,110233,342563,459,240,Yes
CUST02739,50,102390,279379,683,84,No
CUST02740,49,189968,93668,837,120,No
CUST02741,42,23730,355614,366,72,Yes
CUST02742,32,101083,113228,529,36,Yes
CUST02743,67,51350,345785,501,72,Yes
CUST02744,49,140408,303533,312,180,Yes
CUST02745,32,73092,195610,333,84,Yes
CUST02746,58,45910,177760,819,24,Yes
CUST02747,52,160962,462501,381,12,Yes
CUST02748,46,168557,279175,553,48,Yes
CUST02749,65,67889,366600,550,48,Yes
CUST02750,62,139554,98024,341,240,Yes
CUST02751,35,43949,394603,494,24,Yes
CUST02752,26,156985,163733,362,48,Yes
CUST02753,55,172376,255233,775,24,No
CUST02754,68,33391,172173,374,48,Yes
CUST02755,48,50515,236681,385,120,Yes
CUST02756,30,46181,289357,520,240,Yes
CUST02757,49,98632,303492,309,240,Yes
CUST02758,45,49235,382477,753,360,Yes
CUST02759,69,186443,327129,767,12,No
CUST02760,44,177641,146947,804,360,No
CUST02761,50,146688,274589,590,360,Yes
CUST02762,52,85279,183856,581,360,Yes
CUST02763,53,151874,166902,750,24,No
CUST02764,29,147816,8416,626,180,No
CUST02765,28,66870,39372,742,360,No
CUST02766,46,109766,339434,487,48,Yes
CUST02767,67,48498,404954,537,48,Yes
CUST02768,37,151538,165109,627,180,No
CUST02769,61,98659,491304,515,240,Yes
CUST02770,61,60526,174746,460,48,Yes
CUST02771,67,123871,416991,475,36,Yes
CUST02772,57,193694,87382,633,180,No
CUST02773,59,176035,418531,726,60,No
CUST02774,34,143727,494857,610,72,Yes
CUST02775,39,112781,439756,622,120,Yes
CUST02776,54,123164,404871,727,12,No
CUST02777,43,34498,219322,662,360,Yes
CUST02778,69,56681,244541,580,12,Yes
CUST02779,70,73008,114371,562,60,No
CUST02780,19,104369,229132,691,72,No
CUST02781,65,72285,423106,520,240,Yes
CUST02782,50,135370,454002,580,24,Yes
CUST02783,22,83737,89105,633,120,No
CUST02784,55,143174,29117,699,120,No
CUST02785,56,173646,201617,360,24,Yes
CUST02786,39,92363,287012,678,120,No
CUST02787,25,143690,75403,375,72,No
CUST02788,64,128469,437176,455,36,Yes
CUST02789,55,98343,305987,504,180,Yes
CUST02790,23,134887,133569,635,240,No
CUST02791,60,88345,296857,843,60,No
CUST02792,26,37826,461510,621,72,Yes
CUST02793,67,136874,396786,519,36,Yes
CUST02794,38,142768,124371,771,72,No
CUST02795,61,87902,138881,323,36,Yes
CUST02796,44,132022,212779,798,12,No
CUST02797,21,154286,200808,316,240,Yes
CUST02798,20,152176,462745,634,180,Yes
CUST02799,54,107491,337594,368,24,Yes
CUST02800,54,44154,297705,415,180,Yes
CUST02801,28,154611,448704,389,240,Yes
CUST02802,47,179916,345878,495,24,No
CUST02803,45,92578,249168,762,36,No
CUST02804,22,67624,344654,647,120,No
CUST02805,62,133350,471300,321,84,Yes
CUST02806,54,97021,8331,699,12,Yes
CUST02807,38,131974,83902,565,48,No
CUST02808,67,105621,284112,768,360,No
CUST02809,67,170585,490153,663,240,No
CUST02810,67,58871,113078,615,36,No
CUST02811,52,177790,447865,340,36,Yes
CUST02812,52,111362,41315,635,72,No
CUST02813,60,74737,110749,610,36,No
CUST02814,35,81074,495892,522,72,Yes
CUST02815,19,55995,465134,750,24,No
CUST02816,42,26664,237758,513,84,Yes
CUST02817,21,137129,234924,708,48,No
CUST02818,42,174721,432032,427,24,Yes
CUST02819,29,152829,483823,828,24,Yes
CUST02820,31,51551,498195,800,240,Yes
CUST02821,38,128823,105129,515,24,No
CUST02822,41,145299,138842,820,24,No
CUST02823,19,21902,204244,730,84,Yes
CUST02824,24,112977,193949,617,24,No
CUST02825,59,98825,125250,386,360,No
CUST02826,42,143564,13309,581,360,No
CUST02827,20,56893,449289,554,36,Yes
CUST02828,54,22431,72081,831,36,Yes
CUST02829,26,143158,404658,339,12,Yes
CUST02830,56,75004,459214,600,72,No
CUST02831,70,61283,224802,476,36,Yes
CUST02832,51,59683,394004,485,72,Yes
CUST02833,25,62565,20718,809,48,No
CUST02834,58,117827,481567,571,240,Yes
CUST02835,38,27465,415658,326,72,Yes
CUST02836,19,143339,22942,447,84,Yes
CUST02837,42,176895,383809,837,36,No
CUST02838,18,111400,475385,528,24,Yes
CUST02839,44,37386,63935,787,120,No
CUST02840,52,135452,75467,300,60,Yes
CUST02841,34,53606,174280,674,240,No
CUST02842,24,145249,263370,500,36,Yes
CUST02843,26,57380,123254,384,24,Yes
CUST02844,63,125863,153006,407,48,Yes
CUST02845,29,192849,162867,636,120,No
CUST02846,51,155503,307601,573,36,Yes
CUST02847,41,193330,81137,335,84,No
CUST02848,68,71877,100510,314,36,No
CUST02849,68,82345,89874,706,72,Yes
CUST02850,48,146837,454671,652,48,No
CUST02851,70,171309,217681,762,48,No
CUST02852,34,163099,235614,420,60,No
CUST02853,50,108434,181818,490,60,Yes
CUST02854,49,163891,244241,398,360,No
CUST02855,66,156071,142816,364,72,Yes
CUST02856,19,162427,71179,396,48,No
CUST02857,25,51530,293602,602,36,No
CUST02858,37,138637,233675,384,180,Yes
CUST02859,70,153930,107172,445,360,Yes
CUST02860,19,72082,389519,662,180,No
CUST02861,27,167556,455848,843,180,Yes
CUST02862,52,115068,287830,535,180,Yes
CUST02863,28,118165,88230,402,360,Yes
CUST02864,58,182053,123624,455,180,No
CUST02865,57,131153,454993,507,60,Yes
CUST02866,21,125086,160449,699,180,No
CUST02867,48,142684,173779,439,60,Yes
CUST02868,34,165688,355287,619,48,No
CUST02869,57,175709,40030,360,84,Yes
CUST02870,48,62009,405866,548,84,Yes
CUST02871,68,61797,343734,729,84,No
CUST02872,33,111857,41978,531,60,Yes
CUST02873,43,52367,385622,455,48,Yes
CUST02874,46,57331,357446,582,72,Yes
CUST02875,18,186921,66494,833,60,No
CUST02876,67,184769,318758,782,48,No
CUST02877,37,52732,288775,765,36,Yes
CUST02878,66,109489,463875,578,12,Yes
CUST02879,42,86965,64159,777,84,No
CUST02880,63,147743,402651,598,48,Yes
CUST02881,51,47013,51437,671,48,No
CUST02882,60,149638,443676,742,84,Yes
CUST02883,24,93453,446620,582,60,Yes
CUST02884,58,153122,177401,729,360,No
CUST02885,40,41782,11777,403,120,Yes
CUST02886,49,78035,314898,744,360,Yes
CUST02887,67,147890,298952,684,240,No
CUST02888,60,120292,27073,410,240,No
CUST02889,59,45841,306793,397,24,Yes
CUST02890,66,82551,194111,731,84,No
CUST02891,20,111043,344260,750,120,No
CUST02892,51,29771,497934,708,360,Yes
CUST02893,65,133193,355784,326,48,Yes
CUST02894,54,67379,17658,636,24,No
CUST02895,44,27438,387236,767,60,Yes
CUST02896,40,199047,185381,660,48,No
CUST02897,68,32530,175137,769,360,Yes
CUST02898,34,62098,114775,629,84,No
CUST02899,67,65103,447876,811,24,Yes
CUST02900,57,161095,392899,533,72,Yes
CUST02901,37,46554,484289,392,360,Yes
CUST02902,43,102031,331002,809,360,Yes
CUST02903,42,72992,143768,797,72,No
CUST02904,46,114755,400717,463,36,Yes
CUST02905,38,24175,63447,494,240,Yes
CUST02906,37,152676,372121,603,180,No
CUST02907,43,182128,369713,377,48,Yes
CUST02908,23,43735,378117,714,60,Yes
CUST02909,39,159677,190492,706,36,No
CUST02910,24,97047,326608,384,72,Yes
CUST02911,32,136008,438132,341,48,Yes
CUST02912,53,60635,354973,580,12,Yes
CUST02913,49,78843,441861,524,48,Yes
CUST02914,32,135436,344683,521,36,Yes
CUST02915,18,97802,132758,321,240,Yes
CUST02916,46,128665,296673,496,84,Yes
CUST02917,29,155940,309556,709,360,No
CUST02918,42,88548,375538,672,60,Yes
CUST02919,41,81526,172853,665,24,No
CUST02920,26,104321,455858,552,180,Yes
CUST02921,55,53754,55657,819,120,No
CUST02922,24,178358,124445,656,360,No
CUST02923,70,78710,248944,575,240,Yes
CUST02924,21,140648,329432,748,120,No
CUST02925,22,64916,16594,759,180,No
CUST02926,40,144944,459860,451,24,Yes
CUST02927,61,112907,39295,582,240,Yes
CUST02928,64,27229,379138,802,84,Yes
CUST02929,63,54958,212747,520,360,Yes
CUST02930,46,101218,287274,611,72,No
CUST02931,69,153157,218459,447,180,No
CUST02932,55,102433,457321,306,240,Yes
CUST02933,21,113939,312991,422,24,Yes
CUST02934,57,36679,282753,723,36,Yes
CUST02935,64,71018,135442,483,36,Yes
CUST02936,49,51326,178953,391,24,Yes
CUST02937,43,170471,372488,696,84,No
CUST02938,48,56309,449211,651,36,Yes
CUST02939,40,66507,375809,740,60,Yes
CUST02940,29,88289,215463,505,48,Yes
CUST02941,40,189666,336878,383,72,Yes
CUST02942,24,157328,140144,320,240,Yes
CUST02943,53,35504,362936,682,24,Yes
CUST02944,28,20453,282411,312,12,Yes
CUST02945,38,120860,165570,328,240,No
CUST02946,22,65191,103818,810,36,No
CUST02947,40,45418,462230,458,240,Yes
CUST02948,41,170466,97761,751,36,No
CUST02949,70,136681,20907,339,180,No
CUST02950,68,51531,428207,619,60,Yes
CUST02951,61,67295,314385,830,36,No
CUST02952,49,70635,321409,458,240,Yes
CUST02953,39,139188,491857,698,120,No
CUST02954,60,165348,39321,646,48,No
CUST02955,33,148651,103744,713,12,No
CUST02956,48,192925,376005,401,180,Yes
CUST02957,59,104031,483080,839,240,No
CUST02958,52,156753,211666,505,60,Yes
CUST02959,46,71915,158594,736,84,No
CUST02960,23,148572,17495,803,24,No
CUST02961,48,179819,208847,613,120,No
CUST02962,67,95286,409143,356,180,Yes
CUST02963,20,69303,51759,614,240,No
CUST02964,54,162288,95889,621,12,No
CUST02965,21,99415,206799,492,72,Yes
CUST02966,52,33745,436880,744,180,Yes
CUST02967,51,66737,271729,679,360,No
CUST02968,31,45860,244722,490,48,Yes
CUST02969,63,103967,43253,508,120,Yes
CUST02970,58,180698,13175,346,84,Yes
CUST02971,62,50495,489605,597,12,Yes
CUST02972,33,192908,431580,638,36,No
CUST02973,70,79866,199921,711,12,No
CUST02974,56,84532,330983,564,84,Yes
CUST02975,61,169563,377334,617,48,No
CUST02976,59,91464,219540,310,84,Yes
CUST02977,70,128433,202725,584,48,No
CUST02978,49,86433,319640,310,360,Yes
CUST02979,62,123669,26914,759,36,No
CUST02980,32,38487,339284,417,24,Yes
CUST02981,28,148066,39865,487,180,Yes
CUST02982,65,87239,361990,707,60,No
CUST02983,36,169450,142100,411,24,Yes
CUST02984,30,42676,295848,809,48,Yes
CUST02985,20,142934,256039,411,24,Yes
CUST02986,42,68359,48834,369,48,Yes
CUST02987,41,134847,392106,446,120,Yes
CUST02988,56,30761,352538,815,48,Yes
CUST02989,67,75163,385061,625,12,No
CUST02990,27,109482,455619,556,36,Yes
CUST02991,40,141119,110198,357,84,Yes
CUST02992,36,152538,38370,530,36,No
CUST02993,39,192493,383106,749,12,No
CUST02994,22,84428,320443,841,60,No
CUST02995,27,163425,171489,358,24,No
CUST02996,44,155802,285113,317,240,No
CUST02997,64,104320,199181,339,36,No
CUST02998,61,81253,8094,690,12,No
CUST02999,70,121587,408017,422,48,Yes
CUST03000,66,184701,23452,375,12,No
CUST03001,48,169813,343055,695,60,No
CUST03002,42,137878,482228,543,360,Yes
CUST03003,49,180591,136094,653,360,No
CUST03004,27,139071,286256,668,48,No
CUST03005,58,65705,208660,563,36,Yes
CUST03006,41,25488,231354,607,36,Yes
CUST03007,20,140568,220152,532,84,Yes
CUST03008,58,112521,114104,715,84,No
CUST03009,47,138570,237727,697,120,No
CUST03010,38,194423,214129,436,180,Yes
CUST03011,31,70060,302998,499,360,Yes
CUST03012,68,182234,195534,774,180,No
CUST03013,68,127009,201511,614,48,No
CUST03014,48,48481,289598,763,60,No
CUST03015,67,183471,221068,352,48,Yes
CUST03016,53,61083,350847,693,180,Yes
CUST03017,46,26248,368839,511,84,Yes
CUST03018,54,194848,95356,579,360,No
CUST03019,27,188096,215699,502,36,Yes
CUST03020,47,84408,460097,433,120,Yes
CUST03021,38,180001,494171,843,360,No
CUST03022,61,45444,417594,366,24,Yes
CUST03023,19,22272,487435,354,72,Yes
CUST03024,23,102128,493407,665,48,No
CUST03025,31,100625,445757,367,72,Yes
CUST03026,57,102706,310895,757,120,Yes
CUST03027,29,95953,163985,403,180,Yes
CUST03028,27,62796,222676,421,180,Yes
CUST03029,57,127395,87984,780,60,No
CUST03030,33,49716,353058,450,120,Yes
CUST03031,24,30322,76092,690,120,Yes
CUST03032,28,25230,312324,671,120,Yes
CUST03033,55,169922,100333,758,12,No
CUST03034,60,168578,185265,647,24,No
CUST03035,22,66461,75749,607,360,No
CUST03036,27,49090,495224,501,360,Yes
CUST03037,38,96637,377982,385,72,Yes
CUST03038,56,149695,13365,727,36,No
CUST03039,34,70337,274181,586,180,Yes
CUST03040,19,148348,172021,470,12,No
CUST03041,62,100382,142947,759,84,No
CUST03042,35,192148,245169,382,72,No
CUST03043,26,183622,10598,319,60,Yes
CUST03044,48,119619,208631,336,360,Yes
CUST03045,42,107984,197305,824,84,No
CUST03046,39,54692,499354,654,60,No
CUST03047,49,93830,144813,385,120,No
CUST03048,23,194646,483854,626,180,No
CUST03049,19,53692,427694,409,48,Yes
CUST03050,22,66427,200763,366,36,Yes
CUST03051,54,82113,413355,389,24,Yes
CUST03052,18,23525,391139,649,240,Yes
CUST03053,22,60958,310531,771,360,No
CUST03054,68,194309,60486,424,12,No
CUST03055,30,41274,102294,393,24,Yes
CUST03056,18,133500,420022,538,48,Yes
CUST03057,21,40817,207847,628,360,No
CUST03058,48,71720,376320,807,240,No
CUST03059,48,95514,388550,362,120,Yes
CUST03060,29,153060,8310,381,36,No
CUST03061,34,57720,465417,493,24,Yes
CUST03062,62,39865,103670,491,72,Yes
CUST03063,66,79694,90156,704,360,No
CUST03064,36,177693,221154,818,360,No
CUST03065,45,85784,437258,653,48,No
CUST03066,59,199183,136946,588,36,Yes
CUST03067,22,149478,185472,361,240,No
CUST03068,45,40958,358388,756,12,No
CUST03069,61,43129,171932,670,360,No
CUST03070,22,169212,142592,626,120,No
CUST03071,69,145946,199219,811,60,No
CUST03072,38,163108,395578,494,48,Yes
CUST03073,55,64709,27386,661,84,No
CUST03074,47,105031,489151,712,120,No
CUST03075,47,138535,85050,445,84,Yes
CUST03076,19,56551,418278,624,84,No
CUST03077,58,59160,214410,674,12,Yes
CUST03078,70,193479,479670,476,36,Yes
CUST03079,55,68210,118767,397,12,Yes
CUST03080,27,91012,181850,502,12,Yes
CUST03081,28,99566,440042,584,48,Yes
CUST03082,30,147542,323151,811,84,No
CUST03083,28,147753,354065,361,72,Yes
CUST03084,24,37539,174493,788,240,Yes
CUST03085,36,57087,128287,831,120,No
CUST03086,44,148583,11798,615,360,No
CUST03087,58,101425,363643,739,240,Yes
CUST03088,26,158841,152795,649,72,No
CUST03089,26,116879,301394,784,24,Yes
CUST03090,41,129314,134032,514,72,No
CUST03091,38,186165,485110,787,60,No
CUST03092,54,106785,371125,499,36,Yes
CUST03093,38,185853,305036,534,240,No
CUST03094,70,85299,261160,781,12,Yes
CUST03095,24,120700,398316,451,240,Yes
CUST03096,38,41314,282471,802,120,No
CUST03097,64,89732,40088,760,84,No
CUST03098,68,92406,378244,446,72,Yes
CUST03099,67,35472,253379,552,48,Yes
CUST03100,58,20800,176554,664,240,Yes
CUST03101,48,167292,81609,579,72,Yes
CUST03102,38,178537,468058,849,48,No
CUST03103,59,69334,489289,423,60,Yes
CUST03104,64,35876,390611,499,180,Yes
CUST03105,69,152154,153088,554,84,Yes
CUST03106,70,22861,161330,567,48,Yes
CUST03107,27,97621,18255,329,360,No
CUST03108,44,40633,198269,776,36,Yes
CUST03109,42,165559,87301,754,72,No
CUST03110,35,139522,149676,502,240,Yes
CUST03111,28,173742,72389,630,12,No
CUST03112,38,164854,255138,677,36,No
CUST03113,64,118311,293425,326,360,Yes
CUST03114,45,189431,174808,705,36,No
CUST03115,66,29052,342442,589,72,Yes
CUST03116,54,169036,25647,823,12,No
CUST03117,63,54568,265401,365,24,Yes
CUST03118,26,59733,58610,835,36,No
